level,id,link,notBefore,notAfter,lang,script,userrestriction,,title,originalsloc,scopecontent0,scopecontent1
file,EAP105/1/1/26,https://eap.bl.uk/archive-file/EAP105-1-1-26,1100,1940,tib,Tibt,Access is for research purposes only.,,rnying ma rgyud 'bum ra,The original records are kept at Drametse Monastry.,,
file,EAP105/1/1/27,https://eap.bl.uk/archive-file/EAP105-1-1-27,1100,1940,tib,Tibt,Access is for research purposes only.,,rnying ma rgyud 'bum la,The original records are kept at Drametse Monastry.,,
file,EAP105/1/1/28,https://eap.bl.uk/archive-file/EAP105-1-1-28,1100,1940,tib,Tibt,Access is for research purposes only.,,rnying ma rgyud 'bum sha,The original records are kept at Drametse Monastry.,,
file,EAP105/1/1/29,https://eap.bl.uk/archive-file/EAP105-1-1-29,1100,1940,tib,Tibt,Access is for research purposes only.,,rnying ma rgyud 'bum sa,The original records are kept at Drametse Monastry.,,
file,EAP105/1/1/3,https://eap.bl.uk/archive-file/EAP105-1-1-3,1100,1940,tib,Tibt,Access is for research purposes only.,,rnying ma rgyud 'bum kha,The original records are kept at Drametse Monastry.,,
file,EAP105/1/1/30,https://eap.bl.uk/archive-file/EAP105-1-1-30,1100,1940,tib,Tibt,Access is for research purposes only.,,rnying ma rgyud 'bum ha,The original records are kept at Drametse Monastry.,,
file,EAP105/1/1/31,https://eap.bl.uk/archive-file/EAP105-1-1-31,1100,1940,tib,Tibt,Access is for research purposes only.,,rnying ma rgyud 'bum a,The original records are kept at Drametse Monastry.,,
file,EAP105/1/1/32,https://eap.bl.uk/archive-file/EAP105-1-1-32,1100,1940,tib,Tibt,Access is for research purposes only.,,rnying ma rgyud 'bum ki,The original records are kept at Drametse Monastry.,,
file,EAP105/1/1/33,https://eap.bl.uk/archive-file/EAP105-1-1-33,1100,1940,tib,Tibt,Access is for research purposes only.,,rnying ma rgyud 'bum khi,The original records are kept at Drametse Monastry.,,
file,EAP105/1/1/34,https://eap.bl.uk/archive-file/EAP105-1-1-34,1100,1940,tib,Tibt,Access is for research purposes only.,,rnying ma rgyud 'bum gi,The original records are kept at Drametse Monastry.,,
file,EAP105/1/1/35,https://eap.bl.uk/archive-file/EAP105-1-1-35,1100,1940,tib,Tibt,Access is for research purposes only.,,rnying ma rgyud 'bum ngi,The original records are kept at Drametse Monastry.,,
file,EAP105/1/1/36,https://eap.bl.uk/archive-file/EAP105-1-1-36,1100,1940,tib,Tibt,Access is for research purposes only.,,rnying ma rgyud 'bum ci,The original records are kept at Drametse Monastry.,,
file,EAP105/1/1/37,https://eap.bl.uk/archive-file/EAP105-1-1-37,1100,1940,tib,Tibt,Access is for research purposes only.,,rnying ma rgyud 'bum chi,The original records are kept at Drametse Monastry.,,
file,EAP105/1/1/38,https://eap.bl.uk/archive-file/EAP105-1-1-38,1100,1940,tib,Tibt,Access is for research purposes only.,,rnying ma rgyud 'bum ji,The original records are kept at Drametse Monastry.,,
file,EAP105/1/1/39,https://eap.bl.uk/archive-file/EAP105-1-1-39,1100,1940,tib,Tibt,Access is for research purposes only.,,rnying ma rgyud 'bum nyi,The original records are kept at Drametse Monastry.,,
file,EAP105/1/1/4,https://eap.bl.uk/archive-file/EAP105-1-1-4,1100,1940,tib,Tibt,Access is for research purposes only.,,rnying ma rgyud 'bum ga,The original records are kept at Drametse Monastry.,,
file,EAP105/1/1/40,https://eap.bl.uk/archive-file/EAP105-1-1-40,1100,1940,tib,Tibt,Access is for research purposes only.,,rnying ma rgyud 'bum ti,The original records are kept at Drametse Monastry.,,
file,EAP105/1/1/41,https://eap.bl.uk/archive-file/EAP105-1-1-41,1100,1940,tib,Tibt,Access is for research purposes only.,,rnying ma rgyud 'bum thi,The original records are kept at Drametse Monastry.,,
file,EAP105/1/1/42,https://eap.bl.uk/archive-file/EAP105-1-1-42,1100,1940,tib,Tibt,Access is for research purposes only.,,rnying ma rgyud 'bum di,The original records are kept at Drametse Monastry.,,
file,EAP105/1/1/43,https://eap.bl.uk/archive-file/EAP105-1-1-43,1100,1940,tib,Tibt,Access is for research purposes only.,,rnying ma rgyud 'bum ni,The original records are kept at Drametse Monastry.,,
file,EAP105/1/1/44,https://eap.bl.uk/archive-file/EAP105-1-1-44,1100,1940,tib,Tibt,Access is for research purposes only.,,rnying ma rgyud 'bum pi,The original records are kept at Drametse Monastry.,,
file,EAP105/1/1/45,https://eap.bl.uk/archive-file/EAP105-1-1-45,1100,1940,tib,Tibt,Access is for research purposes only.,,rnying ma rgyud 'bum phi,The original records are kept at Drametse Monastry.,,
file,EAP105/1/1/46,https://eap.bl.uk/archive-file/EAP105-1-1-46,1100,1940,tib,Tibt,Access is for research purposes only.,,rnying ma rgyud 'bum bi,The original records are kept at Drametse Monastry.,,
file,EAP105/1/1/47,https://eap.bl.uk/archive-file/EAP105-1-1-47,1100,1940,tib,Tibt,Access is for research purposes only.,,rnying ma rgyud 'bum mi,The original records are kept at Drametse Monastry.,,
file,EAP105/1/1/5,https://eap.bl.uk/archive-file/EAP105-1-1-5,1100,1940,tib,Tibt,Access is for research purposes only.,,rnying ma rgyud 'bum nga,The original records are kept at Drametse Monastry.,,
file,EAP105/1/1/6,https://eap.bl.uk/archive-file/EAP105-1-1-6,1100,1940,tib,Tibt,Access is for research purposes only.,,rnying ma rgyud 'bum ca,The original records are kept at Drametse Monastry.,,
file,EAP105/1/1/7,https://eap.bl.uk/archive-file/EAP105-1-1-7,1100,1940,tib,Tibt,Access is for research purposes only.,,rnying ma rgyud 'bum cha,The original records are kept at Drametse Monastry.,,
file,EAP105/1/1/8,https://eap.bl.uk/archive-file/EAP105-1-1-8,1100,1940,tib,Tibt,Access is for research purposes only.,,rnying ma rgyud 'bum ja,The original records are kept at Drametse Monastry.,,
file,EAP105/1/1/9,https://eap.bl.uk/archive-file/EAP105-1-1-9,1100,1940,tib,Tibt,Access is for research purposes only.,,rnying ma rgyud 'bum nya,The original records are kept at Drametse Monastry.,,
seriesc,EAP105/1/2,https://eap.bl.uk/collection/EAP105-1-2,1100,1940,tib,Tibt,Access is for research purposes only.,,'Bum/ (dgra med rtse/),The original records are kept at Drametse Monastry.,The 16 volume corpus of the Hundred Thousand Verses on the Perfection of Wisdom.,
file,EAP105/1/2/1,https://eap.bl.uk/archive-file/EAP105-1-2-1,1100,1940,tib,Tibt,Access is for research purposes only.,,'bum ka,The original records are kept at Drametse Monastry.,,
file,EAP105/1/2/10,https://eap.bl.uk/archive-file/EAP105-1-2-10,1100,1940,tib,Tibt,Access is for research purposes only.,,'bum tha,The original records are kept at Drametse Monastry.,,
file,EAP105/1/2/11,https://eap.bl.uk/archive-file/EAP105-1-2-11,1100,1940,tib,Tibt,Access is for research purposes only.,,'bum da,The original records are kept at Drametse Monastry.,,
file,EAP105/1/2/12,https://eap.bl.uk/archive-file/EAP105-1-2-12,1100,1940,tib,Tibt,Access is for research purposes only.,,'bum na,The original records are kept at Drametse Monastry.,,
file,EAP105/1/2/13,https://eap.bl.uk/archive-file/EAP105-1-2-13,1100,1940,tib,Tibt,Access is for research purposes only.,,'bum pa,The original records are kept at Drametse Monastry.,,
file,EAP105/1/2/14,https://eap.bl.uk/archive-file/EAP105-1-2-14,1100,1940,tib,Tibt,Access is for research purposes only.,,'bum pha,The original records are kept at Drametse Monastry.,,
file,EAP105/1/2/15,https://eap.bl.uk/archive-file/EAP105-1-2-15,1100,1940,tib,Tibt,Access is for research purposes only.,,'bum ba,The original records are kept at Drametse Monastry.,,
file,EAP105/1/2/16,https://eap.bl.uk/archive-file/EAP105-1-2-16,1100,1940,tib,Tibt,Access is for research purposes only.,,'bum ma,The original records are kept at Drametse Monastry.,,
file,EAP105/1/2/2,https://eap.bl.uk/archive-file/EAP105-1-2-2,1100,1940,tib,Tibt,Access is for research purposes only.,,'bum kha,The original records are kept at Drametse Monastry.,,
file,EAP105/1/2/3,https://eap.bl.uk/archive-file/EAP105-1-2-3,1100,1940,tib,Tibt,Access is for research purposes only.,,'bum ga,The original records are kept at Drametse Monastry.,,
file,EAP105/1/2/4,https://eap.bl.uk/archive-file/EAP105-1-2-4,1100,1940,tib,Tibt,Access is for research purposes only.,,'bum nga,The original records are kept at Drametse Monastry.,,
file,EAP105/1/2/5,https://eap.bl.uk/archive-file/EAP105-1-2-5,1100,1940,tib,Tibt,Access is for research purposes only.,,'bum ca,The original records are kept at Drametse Monastry.,,
file,EAP105/1/2/6,https://eap.bl.uk/archive-file/EAP105-1-2-6,1100,1940,tib,Tibt,Access is for research purposes only.,,'bum cha,The original records are kept at Drametse Monastry.,,
file,EAP105/1/2/7,https://eap.bl.uk/archive-file/EAP105-1-2-7,1100,1940,tib,Tibt,Access is for research purposes only.,,'bum ja,The original records are kept at Drametse Monastry.,,
file,EAP105/1/2/8,https://eap.bl.uk/archive-file/EAP105-1-2-8,1100,1940,tib,Tibt,Access is for research purposes only.,,'bum nya,The original records are kept at Drametse Monastry.,,
file,EAP105/1/2/9,https://eap.bl.uk/archive-file/EAP105-1-2-9,1100,1940,tib,Tibt,Access is for research purposes only.,,'bum ta,The original records are kept at Drametse Monastry.,,
seriesc,EAP105/1/3,https://eap.bl.uk/collection/EAP105-1-3,1100,1940,tib,Tibt,Access is for research purposes only.,,thor bu/ (dgra med rtse/),The original records are kept at Drametse Monastry.,,
file,EAP105/1/3/1,https://eap.bl.uk/archive-file/EAP105-1-3-1,1100,1940,tib,Tibt,Access is for research purposes only.,,rgod ldem gyi gter byon phag mo'i zab khrid nas 'don tshogs,The original records are kept at Drametse Monastry.,,
file,EAP105/1/3/10,https://eap.bl.uk/archive-file/EAP105-1-3-10,1100,1940,tib,Tibt,Access is for research purposes only.,,gter ston bde chen rgyal po'i gter ma rta phag las tshogs,The original records are kept at Drametse Monastry.,,
file,EAP105/1/3/100,https://eap.bl.uk/archive-file/EAP105-1-3-100,1100,1940,tib,Tibt,Access is for research purposes only.,,nor rgyam sgrub khog dang phur pa'i las byang/ bka' brgyad dbang gzu,The original records are kept at Drametse Monastry.,,
file,EAP105/1/3/101,https://eap.bl.uk/archive-file/EAP105-1-3-101,1100,1940,tib,Tibt,Access is for research purposes only.,,nyams chag bshags rgyud,The original records are kept at Drametse Monastry.,,
file,EAP105/1/3/102,https://eap.bl.uk/archive-file/EAP105-1-3-102,1100,1940,tib,Tibt,Access is for research purposes only.,,mkhan chen bsod nam 'od kyi rnam thar sogs,The original records are kept at Drametse Monastry.,,
file,EAP105/1/3/103,https://eap.bl.uk/archive-file/EAP105-1-3-103,1100,1940,tib,Tibt,Access is for research purposes only.,,tshe sgrub yang snying kun 'dus kyi las byang 'chi med 'dod 'jo,The original records are kept at Drametse Monastry.,,
file,EAP105/1/3/104,https://eap.bl.uk/archive-file/EAP105-1-3-104,1100,1940,tib,Tibt,Access is for research purposes only.,,chos spyod tshogs gnyis lam bzang,The original records are kept at Drametse Monastry.,,
file,EAP105/1/3/105,https://eap.bl.uk/archive-file/EAP105-1-3-105,1100,1940,tib,Tibt,Access is for research purposes only.,,rig 'dzin rdod ldem gter byon dgongs pa zang thal,The original records are kept at Drametse Monastry.,,
file,EAP105/1/3/106,https://eap.bl.uk/archive-file/EAP105-1-3-106,1100,1940,tib,Tibt,Access is for research purposes only.,,byang chub kyi spyod pa 'jug pa' 'grel pa,The original records are kept at Drametse Monastry.,,
file,EAP105/1/3/107,https://eap.bl.uk/archive-file/EAP105-1-3-107,1100,1940,tib,Tibt,Access is for research purposes only.,,she bya rab tu gsal ba'I bstan bcos dang seng gdong sgrub thabs sogs,The original records are kept at Drametse Monastry.,,
file,EAP105/1/3/108,https://eap.bl.uk/archive-file/EAP105-1-3-108,1100,1940,tib,Tibt,Access is for research purposes only.,,mgon po ma nying nag po'I gsol 'debs sogs,The original records are kept at Drametse Monastry.,,
file,EAP105/1/3/109,https://eap.bl.uk/archive-file/EAP105-1-3-109,1100,1940,tib,Tibt,Access is for research purposes only.,,spyan ras gzigs kyi sbyin sreg,The original records are kept at Drametse Monastry.,,
file,EAP105/1/3/11,https://eap.bl.uk/archive-file/EAP105-1-3-11,1100,1940,tib,Tibt,Access is for research purposes only.,,smin gling gshin rje rdregs 'joms las tshogs,The original records are kept at Drametse Monastry.,,
file,EAP105/1/3/110,https://eap.bl.uk/archive-file/EAP105-1-3-110,1100,1940,tib,Tibt,Access is for research purposes only.,,gza' zlog skor zlog gi lto cos,The original records are kept at Drametse Monastry.,,
file,EAP105/1/3/111,https://eap.bl.uk/archive-file/EAP105-1-3-111,1100,1940,tib,Tibt,Access is for research purposes only.,,rtsi gzhung nyin byed snang ba sogs rtis rigs,The original records are kept at Drametse Monastry.,,
file,EAP105/1/3/112,https://eap.bl.uk/archive-file/EAP105-1-3-112,1100,1940,tib,Tibt,Access is for research purposes only.,,tshe sgrub bdud rtsi 'kyil ba'i cha rkyen las/ bsangs yig bar chad kun sel,The original records are kept at Drametse Monastry.,,
file,EAP105/1/3/113,https://eap.bl.uk/archive-file/EAP105-1-3-113,1100,1940,tib,Tibt,Access is for research purposes only.,,ye shes mtsho rgyal gyi rnam par thar pa,The original records are kept at Drametse Monastry.,,
file,EAP105/1/3/114,https://eap.bl.uk/archive-file/EAP105-1-3-114,1100,1940,tib,Tibt,Access is for research purposes only.,,rnal 'byor gyi chas brgyad dang dbu skra'i che ba dang dam tshig bshad pa,The original records are kept at Drametse Monastry.,,
file,EAP105/1/3/115,https://eap.bl.uk/archive-file/EAP105-1-3-115,1100,1940,tib,Tibt,Access is for research purposes only.,,klong gsal gsang ba'i snying bcud skor,The original records are kept at Drametse Monastry.,,
file,EAP105/1/3/116,https://eap.bl.uk/archive-file/EAP105-1-3-116,1100,1940,tib,Tibt,Access is for research purposes only.,,pad gling thugs sres lnga pa'i bka' 'bum las pod hrih,The original records are kept at Drametse Monastry.,,
file,EAP105/1/3/117,https://eap.bl.uk/archive-file/EAP105-1-3-117,1100,1940,tib,Tibt,Access is for research purposes only.,,pad gling thugs sres lnga pa'i bka' 'bum las pod hung,The original records are kept at Drametse Monastry.,,
file,EAP105/1/3/118,https://eap.bl.uk/archive-file/EAP105-1-3-118,1100,1940,tib,Tibt,Access is for research purposes only.,,kun bzang dgongs pa kun 'dus mu tig phreng pa,The original records are kept at Drametse Monastry.,,
file,EAP105/1/3/119,https://eap.bl.uk/archive-file/EAP105-1-3-119,1100,1940,tib,Tibt,Access is for research purposes only.,,bla ma gu ru drag po'i skor,The original records are kept at Drametse Monastry.,,
file,EAP105/1/3/12,https://eap.bl.uk/archive-file/EAP105-1-3-12,1100,1940,tib,Tibt,Access is for research purposes only.,,zab pa dang rgya che'i chos phung thos pa'i ngos 'dzin pa'i bskal bzang yid 'phrog,The original records are kept at Drametse Monastry.,,
file,EAP105/1/3/120,https://eap.bl.uk/archive-file/EAP105-1-3-120,1100,1940,tib,Tibt,Access is for research purposes only.,,lung bstan gsal ba'i me long,The original records are kept at Drametse Monastry.,,
file,EAP105/1/3/121,https://eap.bl.uk/archive-file/EAP105-1-3-121,1100,1940,tib,Tibt,Access is for research purposes only.,,gnod sbyin dmar nag dang rdo rje legs pa sogs kyi gsol kha,The original records are kept at Drametse Monastry.,,
file,EAP105/1/3/122,https://eap.bl.uk/archive-file/EAP105-1-3-122,1100,1940,tib,Tibt,Access is for research purposes only.,,gcod kyi zab don thugs kyi snying po zhes bya ba kyad par can,The original records are kept at Drametse Monastry.,,
file,EAP105/1/3/123,https://eap.bl.uk/archive-file/EAP105-1-3-123,1100,1940,tib,Tibt,Access is for research purposes only.,,pad gling gter byon mgon po ma nying sde brgyd kyi bskang gso,The original records are kept at Drametse Monastry.,,
file,EAP105/1/3/124,https://eap.bl.uk/archive-file/EAP105-1-3-124,1100,1940,tib,Tibt,Access is for research purposes only.,,gu ru drag po'i las mtha' bsad pa'i lag len,The original records are kept at Drametse Monastry.,,
file,EAP105/1/3/125,https://eap.bl.uk/archive-file/EAP105-1-3-125,1100,1940,tib,Tibt,Access is for research purposes only.,,kun bzang dgongs pa kun 'dus,The original records are kept at Drametse Monastry.,,
file,EAP105/1/3/126,https://eap.bl.uk/archive-file/EAP105-1-3-126,1100,1940,tib,Tibt,Access is for research purposes only.,,khrid kyi kha byang gsang ba'i shel phrengs padmas sbyar ba,The original records are kept at Drametse Monastry.,,
file,EAP105/1/3/127,https://eap.bl.uk/archive-file/EAP105-1-3-127,1100,1940,tib,Tibt,Access is for research purposes only.,,khro rol gtor zlog gi las mtha',The original records are kept at Drametse Monastry.,,
file,EAP105/1/3/128,https://eap.bl.uk/archive-file/EAP105-1-3-128,1100,1940,tib,Tibt,Access is for research purposes only.,,gur drag las byang sogs,The original records are kept at Drametse Monastry.,,
file,EAP105/1/3/129,https://eap.bl.uk/archive-file/EAP105-1-3-129,1100,1940,tib,Tibt,Access is for research purposes only.,,lha lcam padma gsal gyi zhus lan,The original records are kept at Drametse Monastry.,,
file,EAP105/1/3/13,https://eap.bl.uk/archive-file/EAP105-1-3-13,1100,1940,tib,Tibt,Access is for research purposes only.,,nyang gter rgyal po sku nga'i sgrub rim sprin nag 'khrigs pa,The original records are kept at Drametse Monastry.,,
file,EAP105/1/3/130,https://eap.bl.uk/archive-file/EAP105-1-3-130,1100,1940,tib,Tibt,Access is for research purposes only.,,mi la ras pa/ ras chung pa/ mgon po rdo rje bcas kyi rnam thar,The original records are kept at Drametse Monastry.,,
file,EAP105/1/3/131,https://eap.bl.uk/archive-file/EAP105-1-3-131,1100,1940,tib,Tibt,Access is for research purposes only.,,utpal ma'i phreng ba padma gsal gyi zhus lan dang/ dge slong ma dpal mo'i snyung gnas kyi lo rgyus bcas,The original records are kept at Drametse Monastry.,,
file,EAP105/1/3/132,https://eap.bl.uk/archive-file/EAP105-1-3-132,1100,1940,tib,Tibt,Access is for research purposes only.,,ye shes mtsho rgyal gyi rnam thar,The original records are kept at Drametse Monastry.,,
file,EAP105/1/3/133,https://eap.bl.uk/archive-file/EAP105-1-3-133,1100,1940,tib,Tibt,Access is for research purposes only.,,gza' bdud dug gi spu gri skor,The original records are kept at Drametse Monastry.,,
file,EAP105/1/3/134,https://eap.bl.uk/archive-file/EAP105-1-3-134,1100,1940,tib,Tibt,Access is for research purposes only.,,bka' srung sna tshogs kyi gsol kha,The original records are kept at Drametse Monastry.,,
file,EAP105/1/3/135,https://eap.bl.uk/archive-file/EAP105-1-3-135,1100,1940,tib,Tibt,Access is for research purposes only.,,chos 'khor rgyal po'i drag po'i gtor ma'i las rim dang 'brel bar bod rbad gsad gsum gyi man ngag rno myur thogs med gnam lcags 'bar ba' thog mda',The original records are kept at Drametse Monastry.,,
file,EAP105/1/3/136,https://eap.bl.uk/archive-file/EAP105-1-3-136,1100,1940,tib,Tibt,Access is for research purposes only.,,bla ma dgongs pa 'dus pa'i don dbang smin byed bdud rtsi thig pa chog 'khrigs su bstar ba rim gnyis grub pa' 'jug sgo,The original records are kept at Drametse Monastry.,,
file,EAP105/1/3/137,https://eap.bl.uk/archive-file/EAP105-1-3-137,1100,1940,tib,Tibt,Access is for research purposes only.,,mkha' 'gro'i gsang sgrub sogs,The original records are kept at Drametse Monastry.,,
file,EAP105/1/3/138,https://eap.bl.uk/archive-file/EAP105-1-3-138,1100,1940,tib,Tibt,Access is for research purposes only.,,gter srung zo ra ra skyes kyi gsol kha,The original records are kept at Drametse Monastry.,,
file,EAP105/1/3/139,https://eap.bl.uk/archive-file/EAP105-1-3-139,1100,1940,tib,Tibt,Access is for research purposes only.,,rdo rje go khrab dang/ phur pa'i gsol 'debs sogs,The original records are kept at Drametse Monastry.,,
file,EAP105/1/3/14,https://eap.bl.uk/archive-file/EAP105-1-3-14,1100,1940,tib,Tibt,Access is for research purposes only.,,bde chen gling pa'i gter byon klong gsal gsang ba snying gi ti ka,The original records are kept at Drametse Monastry.,,
file,EAP105/1/3/140,https://eap.bl.uk/archive-file/EAP105-1-3-140,1100,1940,tib,Tibt,Access is for research purposes only.,,'phags ma legs nyes kyi rgyu dang 'bres bu bstan pa zhes bya ba'i theg pa chen po'i mdo,The original records are kept at Drametse Monastry.,,
file,EAP105/1/3/141,https://eap.bl.uk/archive-file/EAP105-1-3-141,1100,1940,tib,Tibt,Access is for research purposes only.,,gnam chos dang bka' brgyud 'pho ba,The original records are kept at Drametse Monastry.,,
file,EAP105/1/3/142,https://eap.bl.uk/archive-file/EAP105-1-3-142,1100,1940,tib,Tibt,Access is for research purposes only.,,smon lam dang bkra shis,The original records are kept at Drametse Monastry.,,
file,EAP105/1/3/143,https://eap.bl.uk/archive-file/EAP105-1-3-143,1100,1940,tib,Tibt,Access is for research purposes only.,,dben pa bstan pa'i rnal 'byor gcer lta grol ba'i zin bris,The original records are kept at Drametse Monastry.,,
file,EAP105/1/3/144,https://eap.bl.uk/archive-file/EAP105-1-3-144,1100,1940,tib,Tibt,Access is for research purposes only.,,phyag chen smon lam,The original records are kept at Drametse Monastry.,,
file,EAP105/1/3/145,https://eap.bl.uk/archive-file/EAP105-1-3-145,1100,1940,tib,Tibt,Access is for research purposes only.,,jo bo rje dhi pam ka ras mdzad pa'i phreng mo,The original records are kept at Drametse Monastry.,,
file,EAP105/1/3/146,https://eap.bl.uk/archive-file/EAP105-1-3-146,1100,1940,tib,Tibt,Access is for research purposes only.,,thun mong sngon 'gro'i chos bshad rin chen them skas,The original records are kept at Drametse Monastry.,,
file,EAP105/1/3/147,https://eap.bl.uk/archive-file/EAP105-1-3-147,1100,1940,tib,Tibt,Access is for research purposes only.,,dpal ldan bla ma rin po che thams cad mkhyen pa kun bzang bstan pa'i nyi ma'i zhab drung nas rgyud lung dang dbang bskur zhus pa'i thob yig,The original records are kept at Drametse Monastry.,,
file,EAP105/1/3/148,https://eap.bl.uk/archive-file/EAP105-1-3-148,1100,1940,tib,Tibt,Access is for research purposes only.,,ltung bshags/ smon lam rigs,The original records are kept at Drametse Monastry.,,
file,EAP105/1/3/149,https://eap.bl.uk/archive-file/EAP105-1-3-149,1100,1940,tib,Tibt,Access is for research purposes only.,,sde brgyad gser skyems,The original records are kept at Drametse Monastry.,,
file,EAP105/1/3/15,https://eap.bl.uk/archive-file/EAP105-1-3-15,1100,1940,tib,Tibt,Access is for research purposes only.,,nyang gter thugs sgrub bde bshegs 'dus pa,The original records are kept at Drametse Monastry.,,
file,EAP105/1/3/150,https://eap.bl.uk/archive-file/EAP105-1-3-150,1100,1940,tib,Tibt,Access is for research purposes only.,,gson gshin bsngo ba nyi ma'i 'od zer,The original records are kept at Drametse Monastry.,,
file,EAP105/1/3/151,https://eap.bl.uk/archive-file/EAP105-1-3-151,1100,1940,tib,Tibt,Access is for research purposes only.,,gu ru'i thugs sgrub nor bu rgya mtsho'i las bzhi'i sbyin sreg chog 'khrigs rim pa,The original records are kept at Drametse Monastry.,,
file,EAP105/1/3/152,https://eap.bl.uk/archive-file/EAP105-1-3-152,1100,1940,tib,Tibt,Access is for research purposes only.,,shog grangs gcig tu bzhugs pa'i chos tshan kha 'thor rigs,The original records are kept at Drametse Monastry.,,
file,EAP105/1/3/153,https://eap.bl.uk/archive-file/EAP105-1-3-153,1100,1940,tib,Tibt,Access is for research purposes only.,,chos tshan 'go mjug med p'i rigs,The original records are kept at Drametse Monastry.,,
file,EAP105/1/3/154,https://eap.bl.uk/archive-file/EAP105-1-3-154,1100,1940,tib,Tibt,Access is for research purposes only.,,pad gling gtor dpe,The original records are kept at Drametse Monastry.,,
